Tribunal Regional Eleitoral do Ceará
Secretaria de Tecnologia da Informação
Resultados Eleitorais - Eleições Gerais 2022 - 1º Turno - 02/10/2022
Dados gerados em 22/10/2022 11:55:44 sujeitos a alterações

RESULTADO POR SEÇÃO - BOLETINS DAS URNAS

Município;Zona;Seção;Seções Agregadas;Cargo;Número;Nome para Urna;Votos;Partido;Partido/Federação/Coligação
PARAIPABA;109;132; ;Deputado Estadual;13789;JULINHO;6;PT;(PT/PC do B/PV)
PARAIPABA;109;132; ;Deputado Estadual;15115;CARLOS BANDEIRA;3;MDB;MDB
PARAIPABA;109;132; ;Deputado Estadual;15333;DANNIEL OLIVEIRA;1;MDB;MDB
PARAIPABA;109;132; ;Deputado Estadual;15888;AGENOR NETO;11;MDB;MDB
PARAIPABA;109;132; ;Deputado Estadual;22010;BEZERRA DE MENESES;1;PL;PL
PARAIPABA;109;132; ;Deputado Estadual;22022;CARMELO NETO;1;PL;PL
PARAIPABA;109;132; ;Deputado Estadual;22555;MARTA GONÇALVES;50;PL;PL
PARAIPABA;109;132; ;Deputado Estadual;22777;DRA SILVANA;6;PL;PL
PARAIPABA;109;132; ;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;1;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;132; ;Deputado Estadual;33789;LUCINILDO FROTA;3;PMN;PMN
PARAIPABA;109;132; ;Deputado Estadual;43640;WALTER CAVALCANTE;3;PV;(PT/PC do B/PV)
PARAIPABA;109;132; ;Deputado Estadual;44456;CORONEL BEZERRA;1;UNIÃO;UNIÃO
PARAIPABA;109;132; ;Deputado Estadual;44567;MAGNOLIA ROCHA;27;UNIÃO;UNIÃO
PARAIPABA;109;132; ;Deputado Estadual;44777;FIRMO CAMURÇA;1;UNIÃO;UNIÃO
PARAIPABA;109;132; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;1;UNIÃO;UNIÃO
PARAIPABA;109;132; ;Deputado Estadual;50500;RENATO ROSENO;3;PSOL;(PSOL/REDE)
PARAIPABA;109;132; ;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
PARAIPABA;109;132; ;Deputado Estadual;55888;KEIVIA DIAS;1;PSD;PSD
PARAIPABA;109;132; ;Deputado Estadual;65013;PROFESSOR ANÍZIO;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;132; ;Deputado Estadual;65234;CACIKA IRÊ;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;132; ;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
PARAIPABA;109;132; ;Deputado Estadual;70123;TOMAZ HOLANDA;5;AVANTE;AVANTE
PARAIPABA;109;132; ;Deputado Estadual;12;LEGENDA PDT;4;PDT;PDT
PARAIPABA;109;132; ;Deputado Estadual;13;LEGENDA PT;8;PT;PT
PARAIPABA;109;132; ;Deputado Estadual;44;LEGENDA UNIÃO;3;UNIÃO;UNIÃO
PARAIPABA;109;132; ;Deputado Estadual;45;LEGENDA PSDB;1;PSDB;PSDB
PARAIPABA;109;132; ;Deputado Estadual;70;LEGENDA AVANTE;1;AVANTE;AVANTE
PARAIPABA;109;132; ;Deputado Estadual;95;BRANCOS;9; ; 
PARAIPABA;109;132; ;Deputado Estadual;96;NULOS;9; ; 
PARAIPABA;109;133; ;Presidente;12;CIRO GOMES;21;PDT;PDT
PARAIPABA;109;133; ;Presidente;13;LULA;191;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;133; ;Presidente;15;SIMONE TEBET;4;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;133; ;Presidente;22;JAIR BOLSONARO;70;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;133; ;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Presidente;95;BRANCOS;5; ; 
PARAIPABA;109;133; ;Presidente;96;NULOS;4; ; 
PARAIPABA;109;133; ;Governador;12;ROBERTO CLÁUDIO;43;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;133; ;Governador;13;ELMANO DE FREITAS;151;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;133; ;Governador;21;CHICO MALTA;1;PCB;PCB
PARAIPABA;109;133; ;Governador;44;CAPITÃO WAGNER;78;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;133; ;Governador;95;BRANCOS;7; ; 
PARAIPABA;109;133; ;Governador;96;NULOS;16; ; 
PARAIPABA;109;133; ;Senador;131;CAMILO;183;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;133; ;Senador;555;ERIKA AMORIM;6;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;133; ;Senador;700;KAMILA CARDOSO;67;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;133; ;Senador;95;BRANCOS;12; ; 
PARAIPABA;109;133; ;Senador;96;NULOS;28; ; 
PARAIPABA;109;133; ;Deputado Federal;1010;RONALDO MARTINS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;133; ;Deputado Federal;1023;PASTOR ABRAÃO;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;133; ;Deputado Federal;1111;AJ ALBUQUERQUE;2;PP;PP
PARAIPABA;109;133; ;Deputado Federal;1212;LEÔNIDAS CRISTINO;2;PDT;PDT
PARAIPABA;109;133; ;Deputado Federal;1213;IDILVAN;3;PDT;PDT
PARAIPABA;109;133; ;Deputado Federal;1214;EDUARDO BISMARCK;30;PDT;PDT
PARAIPABA;109;133; ;Deputado Federal;1233;ROBÉRIO MONTEIRO;35;PDT;PDT
PARAIPABA;109;133; ;Deputado Federal;1313;LUIZIANNE LINS;2;PT;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Federal;1322;GUIMARÃES DO PT;1;PT;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Federal;1533;EUNÍCIO;11;MDB;MDB
PARAIPABA;109;133; ;Deputado Federal;1588;REGINA VILLELA;2;MDB;MDB
PARAIPABA;109;133; ;Deputado Federal;2222;ANDRÉ FERNANDES;2;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2227;DRA VERONICA AMARAL;1;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2233;GORETE PEREIRA;1;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2244;TADEU OLIVEIRA;11;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2255;JÚNIOR MANO;1;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2277;DR JAZIEL;8;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2288;PRISCILA COSTA;1;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2299;MATHEUS NORONHA;6;PL;PL
PARAIPABA;109;133; ;Deputado Federal;2323;MORONI;3;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;133; ;Deputado Federal;3378;JOÃO PAULO LOPES;1;PMN;PMN
PARAIPABA;109;133; ;Deputado Federal;4000;DENIS BEZERRA;1;PSB;PSB
PARAIPABA;109;133; ;Deputado Federal;4411;VANDERLAN ALVES;1;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Federal;4444;HEITOR FREIRE;2;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Federal;4447;DANILO FORTE;2;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Federal;4488;MOSES RODRIGUES;70;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Federal;5013;ADELITA MONTEIRO;1;PSOL;(PSOL/REDE)
PARAIPABA;109;133; ;Deputado Federal;5511;CÉLIO STUDART;2;PSD;PSD
PARAIPABA;109;133; ;Deputado Federal;5533;LUIZ GASTÃO;8;PSD;PSD
PARAIPABA;109;133; ;Deputado Federal;5555;DOMINGOS NETO;65;PSD;PSD
PARAIPABA;109;133; ;Deputado Federal;5588;ELIANE BRAZ;2;PSD;PSD
PARAIPABA;109;133; ;Deputado Federal;6565;INÁCIO ARRUDA;2;PC do B;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Federal;7040;CHICO ANTÔNIO;1;AVANTE;AVANTE
PARAIPABA;109;133; ;Deputado Federal;12;LEGENDA PDT;3;PDT;PDT
PARAIPABA;109;133; ;Deputado Federal;13;LEGENDA PT;1;PT;PT
PARAIPABA;109;133; ;Deputado Federal;22;LEGENDA PL;1;PL;PL
PARAIPABA;109;133; ;Deputado Federal;65;LEGENDA PC do B;2;PC do B;PC do B
PARAIPABA;109;133; ;Deputado Federal;95;BRANCOS;4; ; 
PARAIPABA;109;133; ;Deputado Federal;96;NULOS;3; ; 
PARAIPABA;109;133; ;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;2;PP;PP
PARAIPABA;109;133; ;Deputado Estadual;11113;ALMIR BIÉ;6;PP;PP
PARAIPABA;109;133; ;Deputado Estadual;12111;ANTONIO HENRIQUE;1;PDT;PDT
PARAIPABA;109;133; ;Deputado Estadual;12123;CLÁUDIO PINHO;77;PDT;PDT
PARAIPABA;109;133; ;Deputado Estadual;12127;HELAINE COELHO;49;PDT;PDT
PARAIPABA;109;133; ;Deputado Estadual;13132;ACRISIO SENA;3;PT;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Estadual;13333;MOISES BRAZ;2;PT;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Estadual;13777;NIZO ;4;PT;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Estadual;13789;JULINHO;4;PT;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Estadual;15000;EDILARDO EUFRASIO;1;MDB;MDB
PARAIPABA;109;133; ;Deputado Estadual;15115;CARLOS BANDEIRA;5;MDB;MDB
PARAIPABA;109;133; ;Deputado Estadual;15888;AGENOR NETO;12;MDB;MDB
PARAIPABA;109;133; ;Deputado Estadual;22022;CARMELO NETO;1;PL;PL
PARAIPABA;109;133; ;Deputado Estadual;22111;PEDRO MATOS;1;PL;PL
PARAIPABA;109;133; ;Deputado Estadual;22555;MARTA GONÇALVES;44;PL;PL
PARAIPABA;109;133; ;Deputado Estadual;22777;DRA SILVANA;7;PL;PL
PARAIPABA;109;133; ;Deputado Estadual;33888;THIAGO CIRIACO;1;PMN;PMN
PARAIPABA;109;133; ;Deputado Estadual;43640;WALTER CAVALCANTE;3;PV;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Estadual;44447;ISABELLE MUNGUBA;2;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Estadual;44567;MAGNOLIA ROCHA;28;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;1;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
PARAIPABA;109;133; ;Deputado Estadual;65234;CACIKA IRÊ;4;PC do B;(PT/PC do B/PV)
PARAIPABA;109;133; ;Deputado Estadual;70000;TAM DE OLIVEIRA;3;AVANTE;AVANTE
PARAIPABA;109;133; ;Deputado Estadual;70123;TOMAZ HOLANDA;5;AVANTE;AVANTE
PARAIPABA;109;133; ;Deputado Estadual;12;LEGENDA PDT;3;PDT;PDT
PARAIPABA;109;133; ;Deputado Estadual;13;LEGENDA PT;6;PT;PT
PARAIPABA;109;133; ;Deputado Estadual;22;LEGENDA PL;1;PL;PL
PARAIPABA;109;133; ;Deputado Estadual;44;LEGENDA UNIÃO;2;UNIÃO;UNIÃO
PARAIPABA;109;133; ;Deputado Estadual;55;LEGENDA PSD;1;PSD;PSD
PARAIPABA;109;133; ;Deputado Estadual;70;LEGENDA AVANTE;1;AVANTE;AVANTE
PARAIPABA;109;133; ;Deputado Estadual;95;BRANCOS;6; ; 
PARAIPABA;109;133; ;Deputado Estadual;96;NULOS;9; ; 
PARAIPABA;109;134; ;Presidente;12;CIRO GOMES;12;PDT;PDT
PARAIPABA;109;134; ;Presidente;13;LULA;184;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;134; ;Presidente;15;SIMONE TEBET;2;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;134; ;Presidente;22;JAIR BOLSONARO;75;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;134; ;Presidente;44;SORAYA THRONICKE;2;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Presidente;95;BRANCOS;8; ; 
PARAIPABA;109;134; ;Presidente;96;NULOS;3; ; 
PARAIPABA;109;134; ;Governador;12;ROBERTO CLÁUDIO;17;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;134; ;Governador;13;ELMANO DE FREITAS;148;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;134; ;Governador;21;CHICO MALTA;1;PCB;PCB
PARAIPABA;109;134; ;Governador;44;CAPITÃO WAGNER;93;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;134; ;Governador;95;BRANCOS;13; ; 
PARAIPABA;109;134; ;Governador;96;NULOS;14; ; 
PARAIPABA;109;134; ;Senador;131;CAMILO;179;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;134; ;Senador;555;ERIKA AMORIM;4;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;134; ;Senador;700;KAMILA CARDOSO;64;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;134; ;Senador;95;BRANCOS;22; ; 
PARAIPABA;109;134; ;Senador;96;NULOS;17; ; 
PARAIPABA;109;134; ;Deputado Federal;1000;BISPA VANESSA LIMA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;134; ;Deputado Federal;1010;RONALDO MARTINS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;134; ;Deputado Federal;1020;ERLAN BASTOS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;134; ;Deputado Federal;1044;PROFESSORA GABRIELLA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;134; ;Deputado Federal;1111;AJ ALBUQUERQUE;1;PP;PP
PARAIPABA;109;134; ;Deputado Federal;1212;LEÔNIDAS CRISTINO;2;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1213;IDILVAN;2;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1214;EDUARDO BISMARCK;12;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1221;MAURO FILHO;1;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1233;ROBÉRIO MONTEIRO;2;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1234;ANDRÉ FIGUEIREDO;1;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;1313;LUIZIANNE LINS;6;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Federal;1322;GUIMARÃES DO PT;2;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Federal;1477;CARLOS REBOUÇAS;1;PTB;PTB
PARAIPABA;109;134; ;Deputado Federal;1533;EUNÍCIO;1;MDB;MDB
PARAIPABA;109;134; ;Deputado Federal;2222;ANDRÉ FERNANDES;7;PL;PL
PARAIPABA;109;134; ;Deputado Federal;2277;DR JAZIEL;10;PL;PL
PARAIPABA;109;134; ;Deputado Federal;2299;MATHEUS NORONHA;3;PL;PL
PARAIPABA;109;134; ;Deputado Federal;4000;DENIS BEZERRA;1;PSB;PSB
PARAIPABA;109;134; ;Deputado Federal;4410;CARLOS MATOS;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4422;JULIERME SENA;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4444;HEITOR FREIRE;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4445;DAMIÃO TENORIO;2;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4447;DANILO FORTE;61;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4455;VAIDON OLIVEIRA;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4456;DAYANY DO CAPITÃO;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;4488;MOSES RODRIGUES;15;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;5001;JOÃO ALFREDO;1;PSOL;(PSOL/REDE)
PARAIPABA;109;134; ;Deputado Federal;5500;NAUMI AMORIM;1;PSD;PSD
PARAIPABA;109;134; ;Deputado Federal;5533;LUIZ GASTÃO;2;PSD;PSD
PARAIPABA;109;134; ;Deputado Federal;5555;DOMINGOS NETO;85;PSD;PSD
PARAIPABA;109;134; ;Deputado Federal;5588;ELIANE BRAZ;28;PSD;PSD
PARAIPABA;109;134; ;Deputado Federal;6565;INÁCIO ARRUDA;3;PC do B;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Federal;7090;DALILA ELOY;1;AVANTE;AVANTE
PARAIPABA;109;134; ;Deputado Federal;12;LEGENDA PDT;1;PDT;PDT
PARAIPABA;109;134; ;Deputado Federal;13;LEGENDA PT;2;PT;PT
PARAIPABA;109;134; ;Deputado Federal;14;LEGENDA PTB;1;PTB;PTB
PARAIPABA;109;134; ;Deputado Federal;43;LEGENDA PV;1;PV;PV
PARAIPABA;109;134; ;Deputado Federal;44;LEGENDA UNIÃO;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Federal;45;LEGENDA PSDB;1;PSDB;PSDB
PARAIPABA;109;134; ;Deputado Federal;55;LEGENDA PSD;1;PSD;PSD
PARAIPABA;109;134; ;Deputado Federal;65;LEGENDA PC do B;1;PC do B;PC do B
PARAIPABA;109;134; ;Deputado Federal;95;BRANCOS;12; ; 
PARAIPABA;109;134; ;Deputado Federal;96;NULOS;4; ; 
PARAIPABA;109;134; ;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;134; ;Deputado Estadual;10123;DAVID DURAND;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;134; ;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;1;PP;PP
PARAIPABA;109;134; ;Deputado Estadual;11113;ALMIR BIÉ;3;PP;PP
PARAIPABA;109;134; ;Deputado Estadual;11444;LEONARDO PINHEIRO;1;PP;PP
PARAIPABA;109;134; ;Deputado Estadual;12111;ANTONIO HENRIQUE;2;PDT;PDT
PARAIPABA;109;134; ;Deputado Estadual;12123;CLÁUDIO PINHO;5;PDT;PDT
PARAIPABA;109;134; ;Deputado Estadual;12127;HELAINE COELHO;19;PDT;PDT
PARAIPABA;109;134; ;Deputado Estadual;13132;ACRISIO SENA;7;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;13333;MOISES BRAZ;3;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;13456;DE ASSIS DINIZ;1;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;13555;JULIANA LUCENA;1;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;13777;NIZO ;31;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;13789;JULINHO;1;PT;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;15888;AGENOR NETO;1;MDB;MDB
PARAIPABA;109;134; ;Deputado Estadual;22022;CARMELO NETO;2;PL;PL
PARAIPABA;109;134; ;Deputado Estadual;22111;PEDRO MATOS;1;PL;PL
PARAIPABA;109;134; ;Deputado Estadual;22222;PR.ALCIDES FERNANDES;2;PL;PL
PARAIPABA;109;134; ;Deputado Estadual;22555;MARTA GONÇALVES;70;PL;PL
PARAIPABA;109;134; ;Deputado Estadual;22777;DRA SILVANA;7;PL;PL
PARAIPABA;109;134; ;Deputado Estadual;33123;ALCY PINHEIRO;1;PMN;PMN
PARAIPABA;109;134; ;Deputado Estadual;33369;CLAUDIO LIMA;1;PMN;PMN
PARAIPABA;109;134; ;Deputado Estadual;33789;LUCINILDO FROTA;1;PMN;PMN
PARAIPABA;109;134; ;Deputado Estadual;43640;WALTER CAVALCANTE;1;PV;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;44190;SARGENTO REGINAURO;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Estadual;44456;CORONEL BEZERRA;1;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Estadual;44567;MAGNOLIA ROCHA;33;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;14;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Estadual;45123;EMILIA PESSOA;18;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;134; ;Deputado Estadual;50013;LÉO SURICATE;1;PSOL;(PSOL/REDE)
PARAIPABA;109;134; ;Deputado Estadual;50500;RENATO ROSENO;2;PSOL;(PSOL/REDE)
PARAIPABA;109;134; ;Deputado Estadual;55234;DR. LUCÍLVIO GIRÃO;1;PSD;PSD
PARAIPABA;109;134; ;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
PARAIPABA;109;134; ;Deputado Estadual;65234;CACIKA IRÊ;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;134; ;Deputado Estadual;70123;TOMAZ HOLANDA;12;AVANTE;AVANTE
PARAIPABA;109;134; ;Deputado Estadual;70567;AILTON DA PESCA;1;AVANTE;AVANTE
PARAIPABA;109;134; ;Deputado Estadual;12;LEGENDA PDT;3;PDT;PDT
PARAIPABA;109;134; ;Deputado Estadual;13;LEGENDA PT;6;PT;PT
PARAIPABA;109;134; ;Deputado Estadual;22;LEGENDA PL;2;PL;PL
PARAIPABA;109;134; ;Deputado Estadual;23;LEGENDA CIDADANIA;1;CIDADANIA;CIDADANIA
PARAIPABA;109;134; ;Deputado Estadual;44;LEGENDA UNIÃO;2;UNIÃO;UNIÃO
PARAIPABA;109;134; ;Deputado Estadual;55;LEGENDA PSD;3;PSD;PSD
PARAIPABA;109;134; ;Deputado Estadual;95;BRANCOS;11; ; 
PARAIPABA;109;134; ;Deputado Estadual;96;NULOS;7; ; 
PARAIPABA;109;135; ;Presidente;12;CIRO GOMES;12;PDT;PDT
PARAIPABA;109;135; ;Presidente;13;LULA;178;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;135; ;Presidente;15;SIMONE TEBET;3;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;135; ;Presidente;21;SOFIA MANZANO;1;PCB;PCB
PARAIPABA;109;135; ;Presidente;22;JAIR BOLSONARO;82;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;135; ;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Presidente;95;BRANCOS;4; ; 
PARAIPABA;109;135; ;Presidente;96;NULOS;10; ; 
PARAIPABA;109;135; ;Governador;12;ROBERTO CLÁUDIO;23;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;135; ;Governador;13;ELMANO DE FREITAS;131;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;135; ;Governador;44;CAPITÃO WAGNER;110;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;135; ;Governador;95;BRANCOS;13; ; 
PARAIPABA;109;135; ;Governador;96;NULOS;14; ; 
PARAIPABA;109;135; ;Senador;131;CAMILO;176;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;135; ;Senador;555;ERIKA AMORIM;3;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;135; ;Senador;700;KAMILA CARDOSO;65;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;135; ;Senador;95;BRANCOS;21; ; 
PARAIPABA;109;135; ;Senador;96;NULOS;26; ; 
PARAIPABA;109;135; ;Deputado Federal;1010;RONALDO MARTINS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;135; ;Deputado Federal;1023;PASTOR ABRAÃO;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;135; ;Deputado Federal;1055;MANUH SILVA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;135; ;Deputado Federal;1111;AJ ALBUQUERQUE;1;PP;PP
PARAIPABA;109;135; ;Deputado Federal;1212;LEÔNIDAS CRISTINO;2;PDT;PDT
PARAIPABA;109;135; ;Deputado Federal;1213;IDILVAN;5;PDT;PDT
PARAIPABA;109;135; ;Deputado Federal;1214;EDUARDO BISMARCK;13;PDT;PDT
PARAIPABA;109;135; ;Deputado Federal;1233;ROBÉRIO MONTEIRO;2;PDT;PDT
PARAIPABA;109;135; ;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
PARAIPABA;109;135; ;Deputado Federal;1313;LUIZIANNE LINS;3;PT;(PT/PC do B/PV)
PARAIPABA;109;135; ;Deputado Federal;2200;DRA. MAYRA PINHEIRO;3;PL;PL
PARAIPABA;109;135; ;Deputado Federal;2201;DELEGADO CAVALCANTE;1;PL;PL
PARAIPABA;109;135; ;Deputado Federal;2222;ANDRÉ FERNANDES;4;PL;PL
PARAIPABA;109;135; ;Deputado Federal;2255;JÚNIOR MANO;2;PL;PL
PARAIPABA;109;135; ;Deputado Federal;2277;DR JAZIEL;12;PL;PL
PARAIPABA;109;135; ;Deputado Federal;2299;MATHEUS NORONHA;4;PL;PL
PARAIPABA;109;135; ;Deputado Federal;3000;SAMUEL LIMA ;1;NOVO;NOVO
PARAIPABA;109;135; ;Deputado Federal;4000;DENIS BEZERRA;6;PSB;PSB
PARAIPABA;109;135; ;Deputado Federal;4012;ALANDERSON MANGUEIRA;2;PSB;PSB
PARAIPABA;109;135; ;Deputado Federal;4410;CARLOS MATOS;2;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;2;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4441;HELIO FILHO;1;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4445;DAMIÃO TENORIO;2;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4447;DANILO FORTE;65;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4455;VAIDON OLIVEIRA;1;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4477;FERNANDA PESSOA;2;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4488;MOSES RODRIGUES;10;UNIÃO;UNIÃO
PARAIPABA;109;135; ;Deputado Federal;4512;SARGENTO GERSON;1;PSDB;(PSDB/CIDADANIA)
